pc,outlier_frac,algo,chamfer_mean,chamfer_std,cd_coverage_mean,cd_coverage_std,cd_accuracy_mean,cd_accuracy_std,hausdorff_mean,hausdorff_std,classification_rate_mean,classification_rate_std,runtime_s_mean,runtime_s_std
acartoon_character,0.1,lo-ransac,0.12879979509248368,0.009262854594599277,0.012843712665700086,0.0003797701238455626,0.11595608242678354,0.00930901210216409,0.4997345769358943,0.06241790614312138,0.8149374999999999,0.006188252504757396,115.9434281400003,13.642221418153753
acartoon_character,0.1,vanilla,0.13353707494253614,0.0104025252259863,0.012796418437330665,0.00046853330191303606,0.12074065650520541,0.010404061602907837,0.5877058702023105,0.12101268482731228,0.8019829545454545,0.007430122039155651,76.84460028500052,7.450280067599128
acartoon_character,0.15,gair-ransac,0.038644255299921604,0.006124007293659936,0.016254029798491876,0.002441413735441649,0.022390225501429696,0.0049827126510419316,0.24486629884234942,0.021032009393235095,0.6960380434782609,0.04967632868708878,314.25460907500036,73.77045213230568
acartoon_character,0.15,gc-ransac,0.08289910774552141,0.013401979121892286,0.02421560175631961,0.0057775503899742935,0.058683505989201745,0.01176681877645408,0.2647326141759549,0.05152060345001291,0.7119021739130436,0.06823728531203119,296.8041468849997,71.31435041979265
acartoon_character,0.15,lo-ransac,0.1367376195320353,0.011803875438003111,0.01278884503645315,0.00031581915847842776,0.12394877449558213,0.011669940241504645,0.5448695853448113,0.07397614766339247,0.784945652173913,0.007492119363169879,118.95335316499987,13.242438564393774
acartoon_character,0.15,vanilla,0.14273464437051867,0.011548024599900132,0.013067185111889121,0.00037321301285026627,0.1296674592586295,0.011354276687754503,0.5901331632171741,0.10703462344035872,0.7760326086956522,0.007313452903642255,79.43653654000009,7.446516365313432
acartoon_character,0.2,gair-ransac,0.03952313673500946,0.006674514169458399,0.01673481580119418,0.0033773151326387703,0.022788320933815245,0.004289683061295501,0.24122293779319662,0.017425326064728863,0.7052291666666667,0.06103522584425856,325.7352798599999,66.91457568190876
acartoon_character,0.2,gc-ransac,0.08847963065440859,0.019112954490196402,0.02251200627103729,0.007424934780939778,0.06596762438337127,0.015381552015241563,0.28165714979282136,0.045270436396930507,0.7399479166666667,0.08718017009998477,281.6031757650002,56.068728998971466
acartoon_character,0.2,lo-ransac,0.13802678444089161,0.00919376402972341,0.013013175000018801,0.0005092535854988006,0.12501360944087275,0.008928088008336004,0.5448353174403564,0.09693769556163641,0.7629583333333334,0.007058732434500635,122.56970505499994,19.93947284233274
acartoon_character,0.2,vanilla,0.14678405556722404,0.011250837766312126,0.013389187214090794,0.0005042184859732419,0.1333948683531332,0.011091541805286995,0.5973842731272255,0.10415348150789944,0.7542083333333334,0.006588373181917557,79.28522549999943,8.29258141342448
acartoon_character,0.25,gair-ransac,0.03929209295728713,0.004806604150521675,0.01580689263660707,0.002104030830731119,0.02348520032068002,0.0042745220400256445,0.24050496748176267,0.016962054905149307,0.73166,0.0434387820901287,314.01441971500043,66.30786775820731
acartoon_character,0.25,gc-ransac,0.0934274894558538,0.015504238745706729,0.02017107836900134,0.004486298552512907,0.07325641108685241,0.014227869887758657,0.2982874130119879,0.04841202374520495,0.7623949999999999,0.05120673758094937,285.0189804850006,64.0738618244624
acartoon_character,0.25,lo-ransac,0.14073140623684383,0.011191046474624027,0.013286646792542295,0.0003527796177745627,0.1274447594443015,0.011140492010030003,0.5388850683231804,0.1085617284393536,0.73651,0.004057728169152905,120.57645051499985,12.549760463618696
